LoanID,Branch,DisbursementDate,LoanType,SanctionedAmount,OutstandingAmount,DPD,InterestRate,CollateralCoverage,Status
LN-100632,Bhagalpur,2021-03-21,Personal,298023,188606,0,14.18,0.0,Standard
LN-100633,Gaya,2023-04-20,Home,1509635,847007,0,8.2,1.6,Standard
LN-100634,Kankarbagh,2023-05-25,Personal,225936,172710,0,13.93,0.0,Standard
LN-100635,Hajipur,2023-07-04,Business,553787,311607,335,11.31,1.36,NPA
LN-100636,Muzaffarpur,2020-08-18,Personal,441435,405936,0,14.36,0.0,Standard
LN-100637,Kankarbagh,2022-10-24,Auto,642486,485943,0,11.1,1.2,Standard
LN-100638,Bhagalpur,2019-04-20,Auto,491273,212029,0,10.88,1.14,Standard
LN-100639,Muzaffarpur,2024-12-18,Home,2987196,1672542,0,9.28,1.52,Standard
LN-100640,Hajipur,2025-05-04,Auto,648778,464415,0,10.03,1.19,Standard
LN-100641,Muzaffarpur,2025-01-16,Business,1063668,954944,0,11.58,1.02,Standard
LN-100642,Kankarbagh,2021-05-08,Auto,1023478,404717,0,10.29,0.95,Standard
LN-100643,Boring Road,2020-03-14,Home,1041543,440781,0,9.55,1.59,Standard
LN-100644,Kankarbagh,2020-01-17,Home,1609220,935690,54,9.19,1.45,SMA-1
LN-100645,Kankarbagh,2020-11-21,Agri,139946,50811,2,7.21,0.88,SMA-0
LN-100646,Gaya,2023-01-17,Home,2301218,2144124,0,8.65,1.24,Standard
LN-100647,Kankarbagh,2020-12-18,Auto,767828,717739,0,11.59,0.99,Standard
LN-100648,Patna Main,2023-12-06,Personal,393530,351529,52,13.9,0.0,SMA-1
LN-100649,Kankarbagh,2020-08-27,Business,3326801,2185086,0,11.99,1.33,Standard
LN-100650,Patna Main,2024-10-09,Personal,132116,46605,0,14.69,0.0,Standard
LN-100651,Bhagalpur,2023-08-02,Auto,1039842,719496,0,11.91,1.05,Standard
LN-100652,Danapur,2021-02-20,Agri,745080,660903,0,8.58,0.93,Standard
LN-100653,Hajipur,2022-07-27,Business,535921,408804,0,12.6,1.25,Standard
LN-100654,Boring Road,2022-01-31,Auto,901474,579869,0,10.98,1.22,Standard
LN-100655,Hajipur,2025-06-06,Business,889475,717478,0,12.17,1.17,Standard
LN-100656,Boring Road,2020-02-26,Auto,304581,248614,0,11.21,1.06,Standard
LN-100657,Boring Road,2024-01-13,Auto,1061660,423406,0,10.07,1.15,Standard
LN-100658,Danapur,2022-02-12,Business,3010793,2235785,0,12.84,1.3,Standard
LN-100659,Muzaffarpur,2022-02-11,Agri,652624,452304,0,7.8,0.99,Standard
LN-100660,Hajipur,2020-08-16,Agri,595738,225069,0,7.11,1.09,Standard
LN-100661,Gaya,2022-12-11,Agri,667224,608873,0,8.72,1.04,Standard
LN-100662,Bhagalpur,2019-05-21,Home,2923923,1166860,33,9.75,1.28,SMA-1
LN-100663,Boring Road,2021-01-29,Home,2020543,1838029,0,9.29,1.59,Standard
LN-100664,Danapur,2021-07-02,Business,2683361,1202888,0,11.5,1.19,Standard
LN-100665,Boring Road,2022-05-21,Agri,331898,314640,0,8.26,1.14,Standard
LN-100666,Bhagalpur,2023-09-02,Personal,498178,237803,0,14.61,0.0,Standard
LN-100667,Danapur,2024-05-23,Personal,440450,326615,0,14.85,0.0,Standard
LN-100668,Bhagalpur,2020-11-18,Home,1302209,772322,0,8.94,1.57,Standard
LN-100669,Boring Road,2022-09-07,Agri,690578,471265,0,7.74,0.9,Standard
LN-100670,Kankarbagh,2022-09-14,Agri,247155,128414,0,7.63,0.97,Standard
LN-100671,Muzaffarpur,2024-02-08,Home,1658041,1532131,0,8.96,1.45,Standard
LN-100672,Danapur,2020-12-17,Agri,307396,266678,0,7.6,0.96,Standard
LN-100673,Boring Road,2023-09-19,Agri,356078,249944,0,7.41,0.85,Standard
LN-100674,Hajipur,2020-03-28,Personal,111951,55119,0,14.85,0.0,Standard
LN-100675,Boring Road,2019-07-21,Agri,708823,248843,0,8.94,1.14,Standard
LN-100676,Kankarbagh,2022-12-04,Auto,896088,590616,0,10.03,1.23,Standard
LN-100677,Hajipur,2021-05-12,Home,1551786,751828,0,9.17,1.58,Standard
LN-100678,Boring Road,2019-04-21,Personal,219601,127477,0,14.19,0.0,Standard
LN-100679,Muzaffarpur,2023-10-19,Personal,272537,179504,69,14.74,0.0,SMA-2
LN-100680,Kankarbagh,2024-12-16,Home,914297,865061,0,8.74,1.46,Standard
LN-100681,Kankarbagh,2021-11-10,Auto,439877,391513,0,10.32,1.11,Standard
LN-100682,Bhagalpur,2025-06-10,Home,1323415,862445,0,8.83,1.23,Standard
LN-100683,Danapur,2020-07-29,Personal,57926,28483,0,14.85,0.0,Standard
LN-100684,Gaya,2024-05-09,Home,2299098,932399,0,8.67,1.44,Standard
LN-100685,Danapur,2019-07-20,Business,2364951,2236160,0,12.85,1.18,Standard
LN-100686,Boring Road,2022-09-20,Personal,144851,73277,0,13.68,0.0,Standard
LN-100687,Kankarbagh,2024-01-05,Home,2094030,1711635,0,8.34,1.29,Standard
LN-100688,Bhagalpur,2020-11-10,Auto,411320,249797,0,10.24,1.13,Standard
LN-100689,Muzaffarpur,2022-03-12,Business,1813525,1494543,0,11.1,1.2,Standard
LN-100690,Danapur,2020-11-19,Personal,442218,290265,0,14.34,0.0,Standard
LN-100691,Danapur,2024-03-28,Auto,993348,490812,0,11.32,0.94,Standard
LN-100692,Hajipur,2023-02-01,Home,2511074,1914599,0,9.32,1.33,Standard
LN-100693,Boring Road,2023-10-31,Auto,339742,259242,0,10.14,0.96,Standard
LN-100694,Bhagalpur,2024-08-19,Personal,187959,77050,0,13.51,0.0,Standard
LN-100695,Bhagalpur,2019-09-17,Home,2878738,1781156,0,8.25,1.58,Standard
LN-100696,Patna Main,2021-01-27,Home,2634294,2005824,0,9.58,1.43,Standard
LN-100697,Muzaffarpur,2022-01-03,Business,1128328,544529,2,11.81,1.15,SMA-0
LN-100698,Gaya,2019-01-15,Business,1857279,1138074,0,12.73,1.07,Standard
LN-100699,Boring Road,2020-04-24,Personal,131462,66573,0,14.62,0.0,Standard
LN-100700,Muzaffarpur,2022-06-07,Home,1726931,691679,12,9.69,1.61,SMA-0
LN-100701,Danapur,2025-05-06,Personal,343099,241177,0,13.62,0.0,Standard
LN-100702,Danapur,2025-04-09,Home,2215112,1246754,0,9.24,1.44,Standard
LN-100703,Patna Main,2021-01-29,Personal,117469,70630,0,14.06,0.0,Standard
LN-100704,Gaya,2021-10-16,Home,2670121,1763444,0,9.09,1.49,Standard
LN-100705,Muzaffarpur,2021-05-22,Home,933553,597050,0,9.42,1.5,Standard
LN-100706,Gaya,2021-04-29,Auto,390384,308411,0,11.31,1.21,Standard
LN-100707,Patna Main,2025-02-24,Personal,383046,137918,0,13.68,0.0,Standard
LN-100708,Danapur,2022-06-05,Auto,758714,504442,0,10.68,1.2,Standard
LN-100709,Danapur,2024-06-20,Auto,1054606,835528,0,10.54,0.97,Standard
LN-100710,Bhagalpur,2023-09-17,Auto,1046648,579144,0,10.58,1.22,Standard
LN-100711,Patna Main,2020-10-08,Home,1445561,664988,0,9.84,1.34,Standard
LN-100712,Muzaffarpur,2021-02-26,Business,3280800,1989260,2,12.02,1.07,SMA-0
LN-100713,Gaya,2021-11-11,Home,1939228,1141211,0,8.78,1.6,Standard
LN-100714,Patna Main,2022-08-08,Auto,311616,130393,0,11.25,1.04,Standard
LN-100715,Danapur,2021-08-07,Home,885473,614188,0,9.42,1.31,Standard
LN-100716,Boring Road,2025-06-11,Business,2519138,1767420,0,11.07,1.34,Standard
LN-100717,Danapur,2024-02-29,Auto,975699,394187,0,10.88,0.98,Standard
LN-100718,Gaya,2021-09-11,Agri,480854,452884,11,7.49,1.05,SMA-0
LN-100719,Hajipur,2025-03-03,Personal,247765,163974,0,13.54,0.0,Standard
LN-100720,Kankarbagh,2023-04-07,Business,4519394,1618710,0,12.56,1.19,Standard
LN-100721,Bhagalpur,2021-11-30,Business,3748373,3462388,0,12.88,1.29,Standard
LN-100722,Boring Road,2019-01-09,Business,3106075,1483165,0,11.37,1.04,Standard
LN-100723,Kankarbagh,2022-11-25,Home,2521097,1319980,0,8.2,1.41,Standard
LN-100724,Danapur,2021-05-08,Personal,109764,95134,0,14.76,0.0,Standard
LN-100725,Boring Road,2022-01-27,Auto,651775,446829,0,11.24,1.03,Standard
LN-100726,Muzaffarpur,2020-07-17,Personal,492162,361750,78,14.35,0.0,SMA-2
LN-100727,Patna Main,2023-01-18,Home,1476948,1364902,0,8.32,1.28,Standard
LN-100728,Danapur,2021-11-24,Personal,398541,225744,0,13.34,0.0,Standard
LN-100729,Patna Main,2019-08-27,Personal,136295,78365,0,13.75,0.0,Standard
LN-100730,Danapur,2024-07-28,Business,3190560,2410210,0,12.08,1.22,Standard
LN-100731,Kankarbagh,2024-08-17,Home,1531890,773955,0,9.32,1.25,Standard
LN-100732,Boring Road,2024-06-02,Business,2936148,1263739,0,11.27,1.28,Standard
LN-100733,Bhagalpur,2025-05-29,Auto,1011592,944954,0,11.49,1.21,Standard
LN-100734,Kankarbagh,2024-01-11,Auto,432409,245785,0,11.64,1.12,Standard
LN-100735,Kankarbagh,2024-09-28,Personal,105834,96346,79,13.54,0.0,SMA-2
LN-100736,Danapur,2019-04-06,Business,1986420,1826949,0,11.88,1.03,Standard
LN-100737,Muzaffarpur,2021-04-11,Business,4307753,3736796,0,12.21,1.13,Standard
LN-100738,Hajipur,2020-05-09,Home,2363302,929454,0,9.34,1.21,Standard
LN-100739,Hajipur,2023-12-09,Auto,1070163,933225,0,11.11,1.13,Standard
LN-100740,Bhagalpur,2020-01-10,Home,1047095,509512,0,9.22,1.59,Standard
LN-100741,Bhagalpur,2023-03-23,Business,1703807,1151236,0,12.66,1.3,Standard
LN-100742,Hajipur,2024-09-21,Agri,331163,263908,0,7.79,0.92,Standard
LN-100743,Bhagalpur,2024-03-05,Home,1711298,1410875,0,8.05,1.4,Standard
LN-100744,Gaya,2024-07-25,Business,3494237,1558324,0,11.31,1.28,Standard
LN-100745,Danapur,2024-09-06,Business,4065702,2574002,0,12.31,1.1,Standard
LN-100746,Gaya,2020-05-11,Home,1195740,668609,0,9.19,1.39,Standard
LN-100747,Kankarbagh,2022-05-24,Business,3148420,1105538,0,12.1,1.11,Standard
LN-100748,Hajipur,2020-11-27,Personal,378222,291387,0,14.34,0.0,Standard
LN-100749,Boring Road,2023-11-25,Home,2626021,1607144,0,8.31,1.27,Standard
LN-100750,Kankarbagh,2023-11-13,Home,1425402,1050001,0,8.2,1.35,Standard
LN-100751,Danapur,2025-01-11,Personal,490812,311679,0,13.88,0.0,Standard
LN-100752,Boring Road,2019-06-06,Personal,488733,229481,537,14.08,0.0,NPA
LN-100753,Muzaffarpur,2025-06-04,Home,2085143,1473560,0,8.74,1.26,Standard
LN-100754,Boring Road,2022-06-11,Auto,368406,163784,0,10.12,0.99,Standard
LN-100755,Hajipur,2021-11-13,Personal,76471,36209,0,14.67,0.0,Standard
LN-100756,Danapur,2024-03-05,Home,1564999,829565,0,9.58,1.28,Standard
LN-100757,Muzaffarpur,2020-04-13,Personal,109811,95318,0,14.5,0.0,Standard
LN-100758,Muzaffarpur,2021-05-06,Auto,814121,771362,0,11.51,1.05,Standard
LN-100759,Bhagalpur,2019-10-25,Auto,859418,461922,0,11.35,1.14,Standard
LN-100760,Gaya,2020-12-30,Personal,328320,208678,0,14.81,0.0,Standard
LN-100761,Danapur,2024-03-04,Business,2270806,1557376,0,12.99,1.36,Standard
LN-100762,Patna Main,2019-02-06,Personal,112075,68203,59,13.52,0.0,SMA-1
LN-100763,Gaya,2020-06-20,Auto,465475,294177,0,11.43,1.22,Standard
LN-100764,Gaya,2019-03-31,Personal,157257,117106,31,13.88,0.0,SMA-1
LN-100765,Hajipur,2019-07-18,Auto,926216,361902,0,10.09,1.16,Standard
LN-100766,Hajipur,2019-10-07,Home,1481070,1168090,0,8.05,1.61,Standard
LN-100767,Gaya,2024-08-15,Personal,243306,175108,0,14.79,0.0,Standard
LN-100768,Danapur,2023-04-19,Home,2746054,2554779,0,8.76,1.23,Standard
LN-100769,Hajipur,2023-05-30,Home,2814215,2390795,0,9.67,1.41,Standard
LN-100770,Kankarbagh,2021-04-11,Personal,391664,342456,0,13.88,0.0,Standard
LN-100771,Hajipur,2020-12-02,Business,2816684,2005412,0,12.79,1.17,Standard
LN-100772,Hajipur,2023-12-26,Home,869877,322129,0,9.82,1.47,Standard
LN-100773,Patna Main,2024-09-04,Auto,1099897,652293,146,11.62,1.17,NPA
LN-100774,Boring Road,2020-09-10,Auto,1137243,408819,0,11.63,1.1,Standard
LN-100775,Bhagalpur,2023-09-04,Personal,366863,158547,0,13.5,0.0,Standard
LN-100776,Gaya,2025-02-02,Home,996751,932830,0,8.61,1.59,Standard
LN-100777,Hajipur,2021-05-30,Home,1269207,492968,0,9.36,1.44,Standard
LN-100778,Boring Road,2022-01-30,Home,2633305,1394187,41,8.19,1.46,SMA-1
LN-100779,Hajipur,2024-09-14,Personal,228477,95723,0,14.44,0.0,Standard
LN-100780,Bhagalpur,2021-09-14,Auto,732266,481714,0,10.51,1.26,Standard
LN-100781,Patna Main,2020-06-08,Business,2211260,1500506,0,11.16,1.31,Standard
LN-100782,Kankarbagh,2021-03-05,Business,1971820,1506290,0,12.43,1.16,Standard
LN-100783,Patna Main,2024-12-05,Home,1238260,910374,0,9.79,1.48,Standard
LN-100784,Hajipur,2023-03-15,Agri,511117,309174,0,7.8,1.05,Standard
LN-100785,Muzaffarpur,2020-07-30,Personal,320224,187111,0,14.99,0.0,Standard
LN-100786,Kankarbagh,2019-11-08,Auto,1179863,896475,0,11.67,1.17,Standard
LN-100787,Muzaffarpur,2022-09-23,Business,2745336,1717276,0,12.97,1.13,Standard
LN-100788,Danapur,2020-11-28,Business,2043074,1535737,0,11.96,1.05,Standard
LN-100789,Muzaffarpur,2021-07-05,Business,4900795,3823726,0,12.94,1.37,Standard
LN-100790,Danapur,2019-02-19,Home,1144519,671711,0,8.76,1.59,Standard
LN-100791,Danapur,2021-07-24,Home,2373545,964501,0,8.05,1.36,Standard
LN-100792,Danapur,2021-10-05,Home,2559558,1669921,0,9.94,1.38,Standard
LN-100793,Bhagalpur,2019-03-28,Auto,333403,141618,0,11.1,1.14,Standard
LN-100794,Danapur,2022-11-17,Business,1795046,1126761,0,11.18,1.16,Standard
LN-100795,Muzaffarpur,2021-03-04,Agri,795875,564683,0,7.09,1.09,Standard
LN-100796,Hajipur,2021-12-01,Personal,315730,251381,23,14.87,0.0,SMA-0
LN-100797,Boring Road,2025-05-09,Business,4236661,2670180,0,12.38,1.13,Standard
LN-100798,Danapur,2020-06-06,Home,1275463,969622,0,8.99,1.28,Standard
LN-100799,Kankarbagh,2019-07-10,Auto,649499,400984,0,11.63,1.14,Standard
LN-100800,Gaya,2019-03-15,Home,2670754,1659952,0,9.01,1.56,Standard
LN-100801,Hajipur,2023-08-10,Home,1772998,1450068,0,9.26,1.29,Standard
LN-100802,Gaya,2022-08-16,Auto,360051,235192,0,10.41,0.95,Standard
LN-100803,Muzaffarpur,2024-06-29,Auto,312627,188742,527,11.67,1.17,NPA
LN-100804,Gaya,2021-12-07,Personal,354300,327800,0,14.24,0.0,Standard
LN-100805,Gaya,2020-02-23,Home,2375246,970941,0,9.6,1.4,Standard
LN-100806,Patna Main,2022-05-30,Personal,110710,69945,0,14.21,0.0,Standard
LN-100807,Danapur,2024-04-27,Auto,925190,834563,0,10.7,1.23,Standard
LN-100808,Danapur,2019-08-04,Auto,408526,329576,0,11.86,1.04,Standard
LN-100809,Bhagalpur,2023-10-30,Personal,346766,258659,0,14.77,0.0,Standard
LN-100810,Hajipur,2024-05-11,Personal,354238,256461,0,14.27,0.0,Standard
LN-100811,Muzaffarpur,2020-08-28,Personal,419597,314591,0,14.42,0.0,Standard
LN-100812,Hajipur,2020-11-05,Personal,451172,166272,0,13.48,0.0,Standard
LN-100813,Kankarbagh,2022-08-26,Auto,537412,419609,0,11.91,1.14,Standard
LN-100814,Kankarbagh,2023-04-29,Business,1347161,888610,0,12.61,1.36,Standard
LN-100815,Patna Main,2022-01-13,Home,2011717,726570,0,9.87,1.52,Standard
LN-100816,Boring Road,2019-09-21,Home,803968,545645,0,8.31,1.33,Standard
LN-100817,Bhagalpur,2020-05-13,Home,2073407,775984,0,9.01,1.55,Standard
LN-100818,Patna Main,2022-06-12,Home,1306418,1193731,0,8.11,1.29,Standard
LN-100819,Muzaffarpur,2024-11-06,Agri,370836,227254,85,8.96,1.1,SMA-2
LN-100820,Bhagalpur,2020-08-18,Home,1576536,1198322,0,8.55,1.55,Standard
LN-100821,Patna Main,2020-09-14,Home,1569477,1358736,0,9.35,1.29,Standard
LN-100822,Bhagalpur,2020-02-07,Home,2084573,1112748,0,9.61,1.5,Standard
LN-100823,Boring Road,2021-04-29,Personal,282118,129186,29,14.87,0.0,SMA-0
LN-100824,Gaya,2019-08-04,Home,2482888,1236752,0,9.25,1.56,Standard
LN-100825,Bhagalpur,2023-11-20,Home,2464646,1220574,0,9.06,1.49,Standard
LN-100826,Hajipur,2023-09-11,Personal,116699,45537,0,13.58,0.0,Standard
LN-100827,Boring Road,2024-05-22,Home,2631841,1367101,0,9.88,1.32,Standard
LN-100828,Boring Road,2024-07-18,Auto,894363,542478,0,10.46,1.02,Standard
LN-100829,Muzaffarpur,2023-04-16,Personal,386088,246599,31,13.75,0.0,SMA-1
LN-100830,Kankarbagh,2022-06-14,Home,1153512,860571,0,8.58,1.36,Standard
LN-100831,Kankarbagh,2024-05-11,Auto,790879,690147,0,10.35,1.14,Standard
LN-100832,Bhagalpur,2019-04-13,Home,2898334,1733225,0,8.75,1.31,Standard
LN-100833,Boring Road,2023-08-11,Business,2292185,830018,0,11.18,1.28,Standard
LN-100834,Bhagalpur,2023-03-03,Agri,332032,156611,0,8.27,1.02,Standard
LN-100835,Bhagalpur,2020-04-15,Auto,412650,220811,0,11.52,1.13,Standard
LN-100836,Gaya,2020-12-04,Agri,793272,476647,0,7.66,0.92,Standard
LN-100837,Danapur,2024-08-08,Auto,817553,304376,0,11.32,1.12,Standard
LN-100838,Hajipur,2021-06-01,Business,972353,796828,0,11.88,1.11,Standard
LN-100839,Gaya,2020-01-14,Personal,329397,247221,66,13.31,0.0,SMA-2
LN-100840,Muzaffarpur,2025-03-16,Personal,441778,172364,0,14.31,0.0,Standard
LN-100841,Hajipur,2023-07-09,Home,983903,536178,0,8.74,1.45,Standard
LN-100842,Muzaffarpur,2024-01-31,Agri,379963,174351,0,8.52,1.13,Standard
LN-100843,Hajipur,2022-05-28,Home,2447210,952177,0,9.06,1.6,Standard
LN-100844,Patna Main,2022-07-30,Personal,102512,59490,0,13.02,0.0,Standard
LN-100845,Bhagalpur,2022-05-20,Personal,275959,215604,0,13.46,0.0,Standard
LN-100846,Bhagalpur,2025-04-17,Personal,206581,150837,0,14.15,0.0,Standard
LN-100847,Gaya,2019-05-02,Business,3675893,3221467,385,12.26,1.23,NPA
LN-100848,Danapur,2025-03-04,Personal,311030,255183,0,13.98,0.0,Standard
LN-100849,Kankarbagh,2021-11-26,Home,1714830,1400121,0,9.27,1.31,Standard
LN-100850,Kankarbagh,2022-03-13,Auto,1068342,916248,0,11.46,1.11,Standard
LN-100851,Danapur,2022-04-30,Home,2103337,764484,0,9.16,1.34,Standard
LN-100852,Hajipur,2020-08-28,Home,1997084,1599128,0,8.5,1.59,Standard
LN-100853,Muzaffarpur,2022-03-06,Personal,191582,119356,0,13.51,0.0,Standard
LN-100854,Hajipur,2021-03-23,Agri,113774,55483,0,8.8,1.09,Standard
LN-100855,Muzaffarpur,2022-01-20,Home,2095865,1378507,0,8.23,1.25,Standard
LN-100856,Bhagalpur,2019-12-22,Auto,425364,257910,0,11.0,1.13,Standard
LN-100857,Hajipur,2022-11-08,Auto,842443,660837,0,11.12,1.07,Standard
LN-100858,Boring Road,2021-11-22,Auto,645584,320561,0,10.47,1.14,Standard
LN-100859,Bhagalpur,2024-07-17,Home,1835567,786440,68,8.75,1.34,SMA-2
LN-100860,Muzaffarpur,2021-02-07,Home,1767306,1660399,0,8.08,1.21,Standard
LN-100861,Boring Road,2020-12-15,Home,1293786,851148,0,9.03,1.59,Standard
LN-100862,Bhagalpur,2022-10-01,Home,2377129,1142161,0,8.68,1.39,Standard
LN-100863,Boring Road,2024-06-23,Auto,1110904,1032917,0,11.38,1.0,Standard
LN-100864,Boring Road,2022-10-12,Auto,1085758,878104,0,10.38,1.25,Standard
LN-100865,Boring Road,2023-08-09,Personal,386757,294245,0,14.5,0.0,Standard
LN-100866,Hajipur,2022-01-11,Home,2412489,1514392,0,9.63,1.53,Standard
LN-100867,Gaya,2022-11-11,Business,2073302,824160,0,11.38,1.26,Standard
LN-100868,Kankarbagh,2019-06-29,Personal,83300,33276,0,13.03,0.0,Standard
LN-100869,Patna Main,2021-11-02,Agri,559840,417862,0,7.82,0.93,Standard
LN-100870,Danapur,2021-05-09,Personal,326930,259537,7,13.29,0.0,SMA-0
LN-100871,Patna Main,2019-01-14,Business,2761891,1651581,0,12.01,1.18,Standard
LN-100872,Kankarbagh,2019-06-23,Agri,622609,532159,0,7.99,0.97,Standard
LN-100873,Gaya,2020-06-22,Auto,452254,267905,0,10.56,1.1,Standard
LN-100874,Kankarbagh,2025-05-23,Home,1283437,947803,0,9.98,1.23,Standard
LN-100875,Gaya,2021-07-24,Home,869583,425050,0,8.36,1.24,Standard
LN-100876,Hajipur,2021-05-14,Home,2803003,2459018,0,9.5,1.51,Standard
LN-100877,Kankarbagh,2024-04-10,Personal,125098,88469,0,13.08,0.0,Standard
LN-100878,Danapur,2020-04-29,Personal,159562,149471,0,13.88,0.0,Standard
LN-100879,Kankarbagh,2024-10-14,Home,2202086,1800685,0,9.84,1.43,Standard
LN-100880,Gaya,2025-06-23,Personal,393932,139579,0,14.15,0.0,Standard
LN-100881,Muzaffarpur,2021-09-10,Home,2586185,1009037,0,9.03,1.43,Standard
LN-100882,Muzaffarpur,2020-01-06,Home,1895690,1768930,0,9.44,1.38,Standard
LN-100883,Patna Main,2019-06-01,Auto,770706,325200,0,10.3,1.01,Standard
LN-100884,Danapur,2019-08-27,Home,1999225,1507698,0,9.67,1.57,Standard
LN-100885,Boring Road,2024-04-07,Home,1868801,1635050,0,8.47,1.38,Standard
LN-100886,Patna Main,2024-02-25,Business,3565424,2777834,53,11.85,1.35,SMA-1
LN-100887,Patna Main,2020-06-17,Home,2666803,1691000,0,8.84,1.23,Standard
LN-100888,Muzaffarpur,2021-06-09,Home,1310620,804340,0,8.18,1.43,Standard
LN-100889,Boring Road,2022-09-16,Personal,493062,385610,0,13.65,0.0,Standard
LN-100890,Muzaffarpur,2020-12-18,Personal,108083,98540,0,14.69,0.0,Standard
LN-100891,Kankarbagh,2022-06-07,Auto,637681,288665,0,11.8,1.11,Standard
LN-100892,Kankarbagh,2024-01-04,Personal,183516,139527,0,13.59,0.0,Standard
LN-100893,Bhagalpur,2021-02-26,Personal,161514,72560,0,13.26,0.0,Standard
LN-100894,Bhagalpur,2022-06-03,Home,2193538,1845156,0,9.96,1.36,Standard
LN-100895,Muzaffarpur,2021-10-23,Home,2331376,1411168,0,9.36,1.26,Standard
LN-100896,Bhagalpur,2023-01-12,Auto,584739,249752,0,11.03,1.26,Standard
LN-100897,Hajipur,2025-02-03,Personal,122028,67329,0,13.0,0.0,Standard
LN-100898,Danapur,2020-01-10,Personal,277086,256909,0,13.22,0.0,Standard
LN-100899,Muzaffarpur,2022-04-07,Home,2894500,1444772,0,9.35,1.54,Standard
LN-100900,Patna Main,2020-04-09,Personal,78531,69182,0,13.05,0.0,Standard
LN-100901,Bhagalpur,2021-09-18,Personal,326988,198749,88,14.96,0.0,SMA-2
LN-100902,Boring Road,2022-06-04,Business,3362511,2888897,0,11.8,1.11,Standard
LN-100903,Hajipur,2022-08-19,Business,2992083,2387281,0,12.22,1.12,Standard
LN-100904,Gaya,2025-06-10,Home,982000,568696,0,8.68,1.27,Standard
LN-100905,Kankarbagh,2024-10-15,Home,1490411,1380748,0,9.15,1.4,Standard
LN-100906,Gaya,2025-03-17,Business,1960446,1246479,47,12.79,1.36,SMA-1
LN-100907,Patna Main,2022-07-26,Auto,343983,138170,0,11.2,1.21,Standard
LN-100908,Kankarbagh,2020-03-20,Business,1580656,1330547,0,12.59,1.2,Standard
LN-100909,Kankarbagh,2020-12-20,Auto,462836,243978,0,10.89,0.98,Standard
LN-100910,Muzaffarpur,2025-03-11,Home,2070942,1410000,0,9.6,1.29,Standard
LN-100911,Boring Road,2020-01-23,Home,2183265,1362658,0,9.13,1.51,Standard
LN-100912,Patna Main,2023-07-28,Personal,129666,70437,0,14.08,0.0,Standard
LN-100913,Hajipur,2022-07-23,Home,2567880,2256200,0,9.39,1.21,Standard
LN-100914,Patna Main,2024-02-15,Auto,659980,596872,0,10.68,1.09,Standard
LN-100915,Gaya,2019-08-16,Auto,838177,451560,0,11.37,1.05,Standard
LN-100916,Boring Road,2022-01-26,Auto,880815,499866,0,11.6,0.98,Standard
LN-100917,Hajipur,2023-10-30,Auto,388819,289331,0,11.11,0.95,Standard
LN-100918,Danapur,2020-06-30,Personal,265092,178428,0,13.21,0.0,Standard
LN-100919,Patna Main,2019-01-05,Home,2654274,2213726,0,8.45,1.58,Standard
LN-100920,Kankarbagh,2024-12-16,Personal,445355,196667,0,13.31,0.0,Standard
LN-100921,Hajipur,2024-05-15,Personal,447999,263774,0,13.01,0.0,Standard
LN-100922,Patna Main,2024-06-16,Business,2446653,1302887,0,11.73,1.35,Standard
LN-100923,Patna Main,2024-12-07,Business,4280271,3037762,0,12.42,1.14,Standard
LN-100924,Gaya,2019-02-06,Agri,613172,417055,0,7.75,0.95,Standard
LN-100925,Gaya,2024-04-05,Agri,780132,701648,0,7.64,0.87,Standard
LN-100926,Bhagalpur,2025-01-16,Home,2677439,1651539,0,9.16,1.54,Standard
LN-100927,Gaya,2021-06-09,Personal,332795,311261,0,13.15,0.0,Standard
LN-100928,Danapur,2021-05-04,Home,2249441,1519171,0,8.48,1.59,Standard
LN-100929,Gaya,2024-12-03,Auto,720806,276716,0,11.19,1.07,Standard
LN-100930,Boring Road,2022-03-17,Home,1512532,950360,0,8.93,1.36,Standard
LN-100931,Bhagalpur,2019-04-24,Personal,147577,96537,0,14.74,0.0,Standard
LN-100932,Muzaffarpur,2020-03-31,Home,2348611,2209501,0,9.83,1.33,Standard
LN-100933,Muzaffarpur,2022-10-16,Auto,1088064,931719,0,11.63,1.04,Standard
LN-100934,Muzaffarpur,2019-09-16,Home,897030,758319,0,9.97,1.38,Standard
LN-100935,Patna Main,2022-09-18,Agri,208932,140177,14,7.15,0.93,SMA-0
LN-100936,Gaya,2025-06-23,Personal,415022,235052,0,14.75,0.0,Standard
LN-100937,Muzaffarpur,2022-04-24,Home,877113,319893,0,8.1,1.3,Standard
LN-100938,Hajipur,2019-10-20,Home,2723594,2456859,0,8.7,1.41,Standard
LN-100939,Danapur,2024-02-23,Home,1127110,924549,0,9.94,1.38,Standard
LN-100940,Bhagalpur,2022-10-25,Agri,658395,600001,0,8.34,1.14,Standard
LN-100941,Patna Main,2021-03-26,Business,3930153,2729118,0,12.09,1.05,Standard
LN-100942,Gaya,2023-12-05,Business,981775,886738,0,11.82,1.14,Standard
LN-100943,Kankarbagh,2025-02-09,Personal,274935,208766,0,13.26,0.0,Standard
LN-100944,Patna Main,2020-12-15,Auto,921206,809702,0,11.2,1.17,Standard
LN-100945,Boring Road,2024-01-22,Auto,319424,224485,8,11.28,1.0,SMA-0
LN-100946,Muzaffarpur,2020-04-08,Home,1765599,1083224,0,9.99,1.33,Standard
